18002,23345,2845,358,8505747,323208,4885,54933,255657,18239,15331,12940,13036,882282,19160,12421,376,1647,3887,8928,9543224,5368785,1799,3027,55405,224644,15099,3411749,40777,2488307,37118,204392,146051,9885,70212,228669,53669,562408,2367,27266,17602,552588,104981,151132,126380,3454190,3244,2382542,35208,10280186,7641939,4959674,2885860,336102,3504028,18760,13910,257027,324243,2125313,1505118,673196,3517848,1679934,1869648,3384028,3759600,585614,2177210,41497,1464648,17980,10395930,2722517,26226,392566,4376621,3984707,3991780,59890,9656142,14157310,14375288,22933288,22195997,7753228,13896515,23675516,7324633,7363676,15472995,16231478,6892000,8487778,8553991,9528372,17247860,17498492,17035858,7119660
4460,1752,1186,1039,6442,1555,898,1235,1106,913,749,697,738,1186,908,799,589,559,595,644,2909,3963,966,734,813,943,1197,2579,1017,2090,1049,1175,1394,1967,1087,1074,942,12848,1079,865,871,1012,1049,1035,1100,2584,845,1420,1185,4664,3036,2474,2701,1707,3272,1230,900,1451,1408,1462,1959,1311,2784,1649,1760,3309,3529,2635,2062,1199,1444,1139,6864,5269,2365,2859,19270,5879,3781,1323,5606,5663,4355,4033,6242,6362,5898,6599,3988,3844,7204,4434,3724,6104,4788,4487,4233,4226,4169,3770
24287,24665,2971,372,8242344,316451,4488,53594,245592,17290,15048,11790,12844,855689,19305,12345,403,1666,3941,8708,9623546,5188872,1775,3037,55488,225069,15089,3462258,41462,2517559,38187,226145,149848,9107,70175,229476,54062,558718,2402,27174,17362,575446,105380,151430,126335,3517208,3280,2347161,35271,10338175,7633248,5100421,3346931,365322,3718764,20648,15460,278269,352144,2343552,1630145,706432,3774531,1783065,2009502,3374155,4197182,625526,2391068,44866,1612536,19567,10672921,1982409,23895,344219,2333677,3755850,4098246,61226,10000312,14652220,14519963,23326615,22879606,8064049,13997668,23585664,7457193,7306171,14927750,16033544,6842853,7941745,8080836,9208585,16783621,17490010,17165898,7117490
3560,1904,1349,953,3998,1334,867,867,1092,866,714,728,729,1295,944,763,709,569,537,645,4465,3347,1141,699,975,1010,848,2743,1064,1982,1021,1201,1191,941,1033,1032,1074,12445,1040,885,969,1111,1003,1036,1100,3689,1068,1773,1267,5513,3257,4383,4966,2334,4331,1315,1045,1575,1407,1576,2721,1487,2874,1988,2227,3131,3256,1596,2392,1276,1912,1211,6722,8981,2037,2679,15509,5032,3286,1342,4345,6724,8067,6871,7654,6666,4326,5865,3785,3801,4354,4710,3191,3820,4630,3831,5882,4458,4384,3283
25722,24646,2557,373,8355442,318394,4645,55169,262032,17770,15461,12364,13155,876071,19951,12953,397,1676,4048,9098,9994458,5449815,1902,4836,63702,246973,15503,3508346,42297,2529271,38041,211037,166539,9280,72288,243563,57815,593264,2410,28484,18009,771107,119594,165840,135359,3725386,3468,2596240,37489,11227334,8089985,5216702,3006068,377331,3561762,19743,14838,262162,367863,2307045,1585664,700613,3664877,1777600,1952029,3629557,4064398,625966,2342455,44982,1596203,19040,12774100,2431254,19789,279374,2237389,3719013,4078125,61235,9867753,14343035,14263769,23556364,24584115,8271441,14415131,24239860,7441586,7237956,14979123,15969444,6903725,8025094,8206184,9563840,17074983,17807026,17225477,7206338
4013,1866,1323,1037,6721,1590,903,807,1378,851,709,656,661,1581,952,746,707,598,553,573,5301,3971,1109,1088,1392,1110,1101,2554,1107,2269,1089,1195,1400,940,1006,1021,919,15210,1469,892,936,2866,1680,1493,2181,3125,969,2303,1397,6352,3414,2934,3300,1864,2875,1141,927,1528,1683,2831,1846,1702,3018,2137,2081,4538,3178,1615,2119,1245,1637,1177,9283,5940,1472,1959,16256,3461,2992,1333,4303,4955,5185,11056,6975,4550,4161,6094,4878,4172,4013,4374,4116,4115,4256,4531,4286,3817,4805,3805
26835,25404,2874,422,8447799,318645,4623,54893,256403,17706,15435,12948,12738,876779,19789,12784,412,1655,4024,9101,9695313,5224364,2481,2985,55075,224924,15229,3393686,41294,2596780,38096,239626,171674,9277,106148,235661,56248,566897,2763,28300,17593,579675,108981,154878,129794,3541552,3404,2428484,36740,10875548,8124802,5386387,3041450,393711,3727119,21128,15366,283694,360242,2358163,1673083,766793,3736537,1777053,2003153,3444852,3974574,610210,2278953,44540,1553769,19044,12707804,2852964,21202,290982,2343982,3887883,4187116,63881,10221542,15665006,15292100,24046796,22799558,7974366,13906750,23131030,7354029,7355920,15580899,17351750,7404754,8610531,8532572,9502599,17555593,18341867,18024809,7408395
3958,1832,1381,1077,5808,1582,873,734,1096,847,706,780,645,1335,879,715,961,604,559,654,7203,4743,939,711,1040,1304,813,3030,976,3955,1043,1792,1525,1094,1051,998,956,11503,1069,832,910,1181,1505,1037,1058,4486,988,3302,1600,4822,5441,3973,3210,2424,3804,1287,1075,1737,1435,2301,2243,2021,3541,2842,1931,2800,2481,1438,1729,1141,1787,1144,8558,5707,1529,2196,14814,4462,4142,1412,2893,8263,4748,15870,6425,5466,5005,5740,4416,3568,6294,7004,3997,3702,3789,4309,4265,6061,6140,3673
19830,18949,1859,264,8763381,322949,4610,54913,255766,17789,15340,12226,12948,857539,19924,12663,399,1635,4067,9034,9843897,5327192,1796,3066,56681,231271,15549,3537118,43308,2602194,39391,215963,155318,9585,74020,238646,56421,588760,2445,28385,18127,602177,108768,158721,133295,3585696,3549,2475686,36871,11039232,8021806,5410476,3032839,384706,3626868,20109,15071,268702,346218,2262891,1578891,716206,3754280,1798321,2062705,3522890,4027801,629764,2342608,44422,1596572,19945,13064053,2805180,27342,397908,2754438,3739342,4185854,62805,10114929,14533533,14593461,24369464,24658146,8088600,14333423,25151023,7920111,7746887,15774411,16649985,7148548,8577312,8576557,9457130,17413351,18042757,18419878,7860939
3137,986,758,645,5218,1532,910,832,1078,861,703,704,684,1092,969,711,613,599,574,685,3448,3700,1019,718,774,993,834,2108,1052,2057,1040,1211,1139,1027,966,1065,964,12832,1094,911,946,1171,1019,1313,1120,2662,903,1931,1399,6106,3504,3926,2601,2066,2336,1094,993,1466,1394,1832,2211,1454,3028,1877,2555,3092,2219,1979,1962,1218,1670,1211,10541,6908,2704,3575,15751,3399,3953,1483,2790,4116,6001,6717,6522,5469,4638,7494,4266,3092,4438,4680,3735,4109,3746,3754,4549,4515,6146,5103
19414,23133,3059,413,8980531,338637,4897,58328,264926,21386,20122,18302,14256,910015,20975,14097,408,1769,4299,9588,10231064,5599153,1924,3572,58651,237878,15964,3573922,43774,2592338,52491,210785,151481,9357,72265,281955,56567,610224,2577,28150,18430,609038,112869,163641,136457,3671659,3265,2509156,42847,11100577,8048467,5342187,3019197,382218,3632756,20215,15086,268563,370935,2286693,1584058,712254,3772232,1814880,2077499,3533198,4024062,627654,2341308,44584,1574491,19519,14677344,2062190,20641,284837,2370314,3796485,4216694,62708,10079668,14649297,14642627,23326144,23594963,7964469,14462895,24306997,7634643,7774871,15845422,16648741,7290361,8686041,8595027,9619480,17992177,19000588,18962554,7857138
2822,1885,1355,1176,9028,1366,959,875,1177,1522,7327,1786,762,1224,1294,810,865,615,597,616,3356,4249,992,697,971,1346,904,1859,1024,2085,1231,1149,13935,3706,1045,1708,1051,12928,987,895,913,1435,1074,1097,1195,2353,909,1381,1357,5245,2968,2754,2502,1789,3099,1114,906,1578,1367,1520,1664,1502,3698,2570,2277,3715,2288,1576,2292,1244,2427,1156,10292,6782,1513,1903,13169,2762,3289,1409,3280,3592,3157,3963,6376,5359,5678,6083,3038,3778,5391,4201,4479,5177,4167,5834,6323,7363,5909,6739
21819,24659,3078,382,9119032,351705,5113,59962,273815,19327,16860,14129,14424,943215,21747,14349,434,1879,4399,9941,10512727,5748996,2105,3253,59918,243330,16473,3730892,44507,2783773,41335,228074,162844,10130,78440,264287,60213,601821,2604,42176,18572,614914,112614,164286,136963,3648969,3113,2517998,37664,11342087,8316974,5476683,3160941,373186,3911518,21701,15929,302585,415106,2428260,1699376,757733,3932438,1972973,2163093,4100792,4269662,660556,2519816,48602,1934553,20970,14729360,1818846,21141,294498,2320775,3844076,4221787,63103,10395315,15313932,15163412,24748218,24992898,8278787,14555143,24984402,7838540,7756268,16034393,17163285,7446656,8687253,8711233,9845871,18273654,19422687,19026191,8050932
3005,1757,1342,1005,4384,1681,985,866,1056,891,802,766,710,2501,1005,810,685,637,644,624,4635,4827,960,802,1252,1073,1016,2617,1083,2936,1200,1473,1234,1011,1173,1056,1028,10971,1014,934,943,1719,1147,1283,1221,2499,976,1874,1644,5336,4396,5000,3734,2147,6481,1333,1001,4088,2280,3220,2304,1371,3627,3400,2744,3867,2732,1835,4947,1375,4467,1408,16429,3003,1327,1654,14006,4341,4021,1372,4646,7508,5710,31220,6779,6280,8220,7132,4241,4700,5308,6968,4259,6403,5648,6541,8169,6546,15223,5743
